20x20 spins, 1 Temperature, ordered initial state
Monte Carlo cycles     Avg. energy   Heat capacity  Avg. magnetization   Avg. magnetization (abs. value)  Susceptibility            Time    Accepted configs
                 82      -798.58537         13.0232           399.63415                         399.63415      0.89054134       0.0015495              21
                 83      -799.61446       2.9356946           399.90361                         399.90361      0.18348091       0.0015509              16
                 84       -798.7619       8.3718821           399.69048                         399.69048      0.52324263       0.0015781              32
                 85      -799.05882       11.161246           399.76471                         399.76471      0.69757785        0.001589              20
                 86       -798.7907       9.3282856           399.67442                         399.67442      0.73120606       0.0016034              34
                 87      -798.11494       13.550007           399.51724                         399.51724       0.9163694       0.0016231              26
                 88      -799.09091       7.9008264           399.77273                         399.77273      0.49380165       0.0016411              21
                 89      -799.05618        7.199091           399.75281                         399.75281      0.52316627       0.0017176              28
                 90      -798.84444       7.9091358           399.71111                         399.71111      0.49432099       0.0016772              38
                 91      -798.41758       11.561889            399.6044                          399.6044      0.72261804       0.0016897              30
                 92      -798.95652       8.6502836           399.73913                         399.73913      0.54064272       0.0017158              20
                 93      -798.96774       7.1925078           399.74194                         399.74194      0.44953174       0.0017424              30
                 94      -798.97872        8.488909           399.74468                         399.74468      0.53055681       0.0017559              20
                 95      -799.57895       3.1911357           399.89474                         399.89474      0.19944598       0.0017661              20
                 96      -798.70833       10.498264           399.66667                         399.66667      0.72222222       0.0017897              35
                 97      -799.25773       6.7067701           399.81443                         399.81443      0.41917313       0.0018148              32
                 98      -799.10204       6.3773428           399.77551                         399.77551      0.39858392       0.0018285              24
                 99      -799.67677       2.4813795           399.91919                         399.91919      0.15508622       0.0018497              21
              1e+02         -798.28         15.1216              399.56                            399.56          1.0064       0.0018692              45
              1e+02      -799.60396       3.0114695           399.90099                         399.90099      0.18821684       0.0020297              14
              1e+02      -799.45098       4.0907343           399.86275                         399.86275       0.2556709       0.0019056              24
              1e+02       -799.2233       5.6103309           399.80583                         399.80583      0.35064568       0.0019173              20
              1e+02      -799.84615       1.2071006           399.96154                         399.96154     0.075443787       0.0019424              10
              1e+02      -798.78095       9.4853515           399.69524                         399.69524      0.59283447       0.0020465              26
            1.1e+02      -798.71698       12.240655           399.67925                         399.67925      0.76504094       0.0019747              34
            1.1e+02      -798.50467       10.922875           399.62617                         399.62617      0.68267971       0.0019944              34
            1.1e+02      -798.18519       16.706447           399.51852                         399.51852       1.2496571       0.0020971              49
            1.1e+02      -799.70642       2.2624358           399.92661                         399.92661      0.14140224       0.0020378              14
            1.1e+02      -799.01818       7.3269421           399.74545                         399.74545      0.51702479       0.0020537              31
            1.1e+02      -799.06306       7.7707978           399.76577                         399.76577      0.48567486       0.0020742              42
            1.1e+02      -798.71429       12.061224           399.67857                         399.67857      0.75382653       0.0020859              18
            1.1e+02      -798.51327       10.816195           399.62832                         399.62832      0.67601222       0.0021048              26
            1.1e+02      -798.87719       7.7217605            399.7193                          399.7193      0.48261003       0.0021164              28
            1.2e+02      -799.23478       8.8753119            399.8087                          399.8087      0.55470699       0.0021483              20
            1.2e+02      -798.34483       11.605232           399.58621                         399.58621      0.72532699       0.0023128              39
            1.2e+02       -798.5641       10.519395           399.64103                         399.64103       0.6574622       0.0021961              50
            1.2e+02      -799.05085       6.6923298           399.76271                         399.76271      0.41827061       0.0022108              34
            1.2e+02      -799.29412       5.5521503           399.81513                         399.81513      0.40279641       0.0023126              34
            1.2e+02          -798.6           12.44              399.65                            399.65          0.7775       0.0022418              40
            1.2e+02      -798.77686       8.6857455           399.68595                         399.68595      0.59558773       0.0023657              38
            1.2e+02      -799.01639       7.9505509            399.7541                          399.7541      0.49690943       0.0022884              48
            1.2e+02      -798.47154       12.363011           399.60976                         399.60976      0.82331945        0.002297              32
            1.2e+02      -799.16129       7.0385016           399.79032                         399.79032      0.43990635        0.002311              32
            1.2e+02        -799.104        6.365184             399.776                           399.776        0.397824       0.0023299              32
            1.3e+02      -799.04762        10.77551           399.74603                         399.74603      0.88788108       0.0023506              32
            1.3e+02      -798.29921       11.721495            399.5748                          399.5748      0.73259347       0.0023676              36
            1.3e+02       -798.6875       12.777344           399.67188                         399.67188      0.79858398       0.0023966              35
            1.3e+02      -799.13178       6.1919356           399.78295                         399.78295      0.38699597       0.0023993              23
            1.3e+02          -799.2       6.7446154               399.8                             399.8      0.42153846       0.0024401              32
            1.3e+02      -798.77863       9.9891615           399.67939                         399.67939      0.72163627       0.0024391              40
            1.3e+02      -799.09091       9.1129477           399.75758                         399.75758      0.66850321       0.0024608              42
            1.3e+02      -798.40602       12.256204           399.57895                         399.57895      0.90542145       0.0025428              40
            1.3e+02      -798.74627       12.278904           399.68657                         399.68657       0.7674315       0.0025033              40
            1.4e+02      -798.75556       11.251358           399.68889                         399.68889      0.70320988       0.0026765              37
            1.4e+02      -798.91176       9.2863322           399.72059                         399.72059      0.65722318       0.0025442              42
            1.4e+02      -798.42336        14.79887           399.60584                         399.60584       0.9249294       0.0025558              44
            1.4e+02       -798.6087       11.049779           399.65217                         399.65217      0.69061122       0.0026033              44
            1.4e+02      -799.22302       6.8783189           399.79856                         399.79856        0.477408       0.0025923              36
            1.4e+02          -798.8       10.902857           399.67143                         399.67143      0.89204082       0.0026955              38
            1.4e+02      -799.31915       4.9832503           399.82979                         399.82979      0.31145315       0.0026401              28
            1.4e+02       -798.8169       8.0650665           399.70423                         399.70423      0.50406665       0.0028072              28
            1.4e+02      -799.16084       6.0090958           399.79021                         399.79021      0.37556849       0.0026675              26
            1.4e+02      -798.86111       14.369599           399.66667                         399.66667       1.5555556       0.0026886              46
            1.4e+02      -799.14483       6.4410939           399.77931                         399.77931       0.4478478       0.0027362              22
            1.5e+02       -799.0137        10.42447           399.75342                         399.75342      0.65152937       0.0027205              27
            1.5e+02      -799.56463       3.2934425           399.89116                         399.89116      0.20584016       0.0027504              26
            1.5e+02      -799.24324       5.4813733           399.81081                         399.81081      0.34258583       0.0027816              34
            1.5e+02      -798.84564       9.7278501           399.69128                         399.69128      0.73690374       0.0028041              40
            1.5e+02         -799.04          6.7584              399.76                            399.76          0.4224       0.0029007              33
            1.5e+02      -799.09934       6.3941055           399.77483                         399.77483       0.3996316       0.0028183              37
