20x20 spins, 1 Temperature, random initial state
Monte Carlo cycles     Avg. energy   Heat capacity  Avg. magnetization   Avg. magnetization (abs. value)  Susceptibility            Time    Accepted configs
               1079      -798.88608       10.911072          -399.72152                         399.72152        0.681942       0.0234813            2372
               1080         -798.05         17.1975               399.5                             399.5            1.15       0.0210622            1827
               1081      -799.01235       6.9257735          -399.75309                         399.75309      0.43286084       0.0203464           11941
               1082      -797.56098       16.685306           399.39024                         399.39024       1.0428316       0.0204759            2341
               1083      -799.08434       7.0651764          -399.75904                         399.75904      0.52024967       0.0208843            1247
               1084       -798.7619       8.3718821          -399.69048                         399.69048      0.52324263       0.0208751            2076
               1085      -798.96471        7.210519           399.74118                         399.74118      0.45065744       0.0214257            2549
               1086      -798.88372       7.6841536           399.72093                         399.72093       0.4802596       0.0215121           15182
               1087      -798.98851       7.0688334          -399.74713                         399.74713      0.44180209       0.0220292            1723
               1088            -799       8.4545455           399.72727                         399.72727      0.74380165       0.0258285            1766
               1089      -799.23596       7.1465724          -399.77528                         399.77528      0.66860245       0.0207917            1540
               1090      -798.88889       9.6098765          -399.71111                         399.71111      0.67209877       0.0203142            3423
               1091      -799.38462       5.9509721           399.84615                         399.84615      0.37193576       0.0205428            2094
               1092       -798.6087        9.194707           399.65217                         399.65217      0.57466919       0.0205631            3627
               1093      -799.13978       7.5180946           399.78495                         399.78495      0.46988091       0.0205791            2031
               1094      -798.55319       9.4812132           -399.6383                          399.6383      0.59257583       0.0205766            1135
               1095      -798.98947       7.0630471          -399.74737                         399.74737      0.44144044       0.0204558             969
               1096        -799.375        5.109375           399.83333                         399.83333      0.38888889         0.02061           16262
               1097      -799.09278       7.7542778            399.7732                          399.7732      0.48464236       0.0204452            2672
               1098      -798.77551       8.2965431           399.69388                         399.69388      0.51853394       0.0204756            1386
               1099      -798.74747       12.168554          -399.67677                         399.67677      0.86521783       0.0208182            2165
               1100         -799.44          5.4464             -399.86                            399.86          0.3404       0.0207049            1564
               1101      -798.29703       21.020684           399.54455                         399.54455       1.4955397       0.0204456            2447
               1102      -799.29412       5.1487889           399.82353                         399.82353      0.32179931       0.0205178            1484
               1103      -798.91262       10.002074          -399.70874                         399.70874      0.80837025       0.0211321            8405
               1104      -798.80769       8.5784024          -399.69231                         399.69231      0.59763314       0.0206835            1860
               1105      -798.78095       8.2663039          -399.69524                         399.69524      0.51664399       0.0206617            1471
               1106      -798.30189       12.059808           399.54717                         399.54717      0.92702029       0.0215286            1916
               1107      -798.57944       10.542755           399.64486                         399.64486      0.65892218       0.0209118           13660
               1108      -799.18519       5.8545953            399.7963                          399.7963      0.36591221       0.0209079            6035
               1109      -798.53211        10.76273          -399.63303                         399.63303      0.67267065       0.0209872            1899
               1110      -798.69091       8.7590083          -399.67273                         399.67273      0.54743802       0.0208196            2474
               1111      -799.20721       5.7138219           -399.8018                          399.8018      0.35711387       0.0210455           12421
               1112      -798.64286       12.443878           399.66071                         399.66071      0.77774235       0.0230773            1496
               1113      -798.90265       9.1321168          -399.71681                         399.71681      0.62777038       0.0209445            1947
               1114      -798.87719       9.6866728          -399.70175                         399.70175       0.7180671       0.0211643            1558
               1115      -797.98261       16.521437          -399.49565                         399.49565       1.0325898       0.0212527            2123
               1116      -799.17241       8.1426873           399.75862                         399.75862      0.83828775       0.0218501            2966
               1117      -799.38462       4.5443787          -399.84615                         399.84615      0.28402367       0.0213645            1521
               1118      -798.47458       12.452743          -399.61017                         399.61017      0.83108302       0.0223135            1821
               1119      -798.52101        11.52687          -399.61345                         399.61345      0.82536544       0.0211187            1492
               1120          -701.5           49.35                 7.8                              35.1       1324.8933       0.0211265           20525
               1121      -798.94215       7.3437607           399.73554                         399.73554      0.45898504       0.0210691            1909
               1122      -798.55738       11.558183           399.63934                         399.63934      0.72238646        0.022416            2151
               1123      -799.21951       6.6753916           399.80488                         399.80488      0.41721198       0.0216791            2273
               1124       -798.3871       12.366285          -399.59677                         399.59677      0.77289282       0.0217274            1868
               1125        -798.624       10.522624            -399.648                           399.648        0.708096       0.0221888            2062
               1126      -798.60317       13.286974           399.65079                         399.65079      0.83043588       0.0373531            9191
               1127      -799.43307       4.2140244          -399.85827                         399.85827      0.26337653        0.027452            1961
               1128         -798.75          8.4375            399.6875                          399.6875      0.52734375       0.0249361            2934
               1129      -799.16279       7.8572201          -399.78295                         399.78295      0.57304249       0.0257916            2411
               1130      -798.24615       12.308639           399.55385                         399.55385      0.81633136       0.0237245            2449
               1131      -799.08397         9.42043           399.77099                         399.77099      0.58877688        0.022031            2311
               1132      -798.30303       13.605142          -399.57576                         399.57576       0.8503214       0.0214242            1245
               1133      -799.12782       7.5400531          -399.77444                         399.77444      0.52054949       0.0218052            1368
               1134      -799.16418       6.9431945           399.79104                         399.79104      0.43394965       0.0222005            2072
               1135      -798.45926       17.300192              -399.6                             399.6       1.1733333       0.0217456            7642
               1136      -799.05882        9.467128          -399.73529                         399.73529      0.81228374       0.0243998            1608
               1137      -798.45255       12.203953          -399.59124                         399.59124      0.94240503       0.0225666            6102
               1138       -798.4058       14.270111           399.55072                         399.55072       1.3923545       0.0224882            1601
               1139      -799.36691       4.6639408          -399.84173                         399.84173       0.2914963        0.026252            1874
               1140      -798.88571       8.0155102           399.71429                         399.71429      0.54693878       0.0225208            1612
               1141      -799.00709       9.1134249           399.74468                         399.74468       0.6156632       0.0235408            9577
               1142      -798.05634       15.715136          -399.47887                         399.47887       1.2213846       0.0223365            2382
               1143      -798.68531       10.467407           399.66434                         399.66434      0.72649029       0.0229587            1497
               1144      -799.27778       5.2561728           399.81944                         399.81944       0.3285108       0.0224838            1844
               1145      -799.28276       6.1062545           399.82069                         399.82069       0.3816409       0.0239319            1482
               1146       -698.9863       48.177895          -135.94521                         135.94521       2461.7504       0.0244571           21116
               1147      -798.96599       7.2029247           -399.7415                          399.7415      0.45018279       0.0235454            1979
               1148      -798.75676        9.265157           399.68919                         399.68919      0.57907232       0.0267897            2643
               1149      -798.81879       11.490654           -399.7047                          399.7047      0.71816585       0.0223698            1272
               1150         -799.04          6.7584              399.76                            399.76          0.4224       0.0228825            2486
               1151      -798.83444       9.6613306           399.70861                         399.70861      0.60383317       0.0233638            1451
               1152      -798.65789       11.567175          -399.64474                         399.64474       0.8474723       0.0234414            5839
               1153      -798.69281       12.931778          -399.63399                         399.63399       1.1209364       0.0221765           18490
               1154      -799.24675       5.7702817          -399.80519                         399.80519      0.40360938          0.0225           11272
               1155      -799.53548       4.3261602          -399.88387                         399.88387      0.27038502       0.0233094           10587
               1156      -799.02564       7.6660092           399.75641                         399.75641      0.47912558       0.0232281            1764
               1157      -799.21019       7.6309789          -399.79618                         399.79618      0.51896629       0.0231356            2445
               1158      -798.83544       7.9602628           399.70886                         399.70886      0.49751642       0.0226145            2386
               1159      -798.66667       10.800839          -399.66038                         399.66038      0.71484514       0.0220813            1644
               1160          -798.3           12.31            -399.575                           399.575        0.769375        0.022177            2510
               1161      -798.63354       9.3626018          -399.65217                         399.65217      0.62435863       0.0252516            2357
               1162      -798.81481       8.6694102          -399.69136                         399.69136      0.62078951       0.0249736            4115
               1163      -798.84663       8.9764763          -399.70552                         399.70552      0.60039896       0.0322865            2203
               1164      -798.68293       8.8019036          -399.67073                         399.67073      0.55011898       0.0289776            1993
               1165      -799.56364       4.0762534          -399.89091                         399.89091      0.25476584       0.0256628            2282
               1166       -798.6506       10.516476           399.66265                         399.66265      0.65727972       0.0242647            1872
               1167      -697.60479       49.640217           104.69461                         104.69461       1312.6672       0.0258092           21273
               1168      -798.92857        9.994898           399.72619                         399.72619      0.66312358       0.0309264            1511
               1169      -799.47929       3.8945415           399.86982                         399.86982      0.24340884       0.0223791           14991
               1170      -799.52941       3.5432526           399.88235                         399.88235      0.22145329       0.0225338            6034
               1171      -798.17544       13.325946          -399.53216                         399.53216      0.90393625        0.022915            2666
               1172      -798.23256       16.411033          -399.54651                         399.54651       1.1199297       0.0237651            2198
               1173      -798.93642       8.1173444           -399.7341                          399.7341      0.50733402       0.0230289            7760
               1174      -799.21839       5.6419606           -399.8046                          399.8046      0.35262254       0.0234763           11677
               1175      -798.62857       10.553469           399.65714                         399.65714      0.65959184       0.0236749            8125
               1176      -798.84091       9.2928719          -399.70455                         399.70455      0.63997934       0.0232618            1963
               1177      -697.74011       39.186696            46.19209                         47.502825        980.0535       0.0237667           22516
               1178      -798.65169       9.6876657          -399.66292                         399.66292      0.60547911       0.0231967            2703
               1179      -697.98883       51.195406           151.05028                         153.82123       4737.8913       0.0225472           21634
               1180      -700.17778       31.435062          -4.7222222                         61.233333        4162.034       0.0231539           21068
               1181      -798.78453       9.2187662          -399.69061                         399.69061      0.61145875       0.0227734            1172
               1182      -799.03297       7.5044077          -399.75824                         399.75824      0.46902548       0.0221199           13843
               1183      -798.64481       10.403894            399.6612                          399.6612      0.65024336       0.0220368            2559
               1184      -798.91304        8.905482           399.72826                         399.72826      0.55659263       0.0223671            1460
               1185      -799.09189       6.9591234          -399.76216                         399.76216      0.50559532       0.0230612            1852
               1186      -798.92473       9.5104636           399.73118                         399.73118      0.59440398       0.0225151            9368
               1187      -798.71658       11.529297          -399.66845                         399.66845      0.80986016       0.0224648            1817
               1188      -799.06383       7.9746492           399.76596                         399.76596      0.49841557       0.0224546            1877
               1189      -798.81481       8.7540662           -399.7037                          399.7037      0.54712914       0.0228832            1840
               1190      -798.65263       10.142493          -399.65263                         399.65263      0.70038781       0.0223882            4979
               1191       -799.4555        5.399852           399.86387                         399.86387      0.33749075       0.0221678            2592
               1192        -699.625       52.692708          -8.8229167                         44.572917        2512.427       0.0226661           22284
               1193      -799.19171       6.5591023          -399.78238                         399.78238      0.51222852       0.0222471            4142
               1194      -799.17526       5.9177383           399.79381                         399.79381      0.36985865       0.0222179            2368
               1195      -798.19487       12.331256           399.53846                         399.53846      0.83313609       0.0229063            8541
               1196      -799.28571       6.1020408          -399.81633                         399.81633      0.41524365        0.022461            2118
               1197      -698.11168       62.789559           94.111675                         94.111675       5504.4139       0.0229317           21874
               1198      -798.82828       11.071523           399.69697                         399.69697      0.75665748       0.0437273            1431
               1199      -798.75377       10.346405           399.68844                         399.68844      0.64665034       0.0255369            2077
               1200         -798.66         13.0044             -399.66                            399.66          0.8444       0.0318873            7777
               1201      -799.56219       3.3108091          -399.89055                         399.89055      0.20692557       0.0256758            2338
               1202      -799.06931       9.0348005          -399.76238                         399.76238      0.61680227       0.0254702            1977
               1203      -799.01478       9.4332791           399.75369                         399.75369      0.58957995       0.0267263            5258
               1204      -798.82353       11.164937           399.70588                         399.70588      0.69780854       0.0239735            1298
               1205      -798.90732       8.1718977           399.72683                         399.72683       0.5107436       0.0251601           10188
               1206      -798.54369       12.403431          -399.62136                         399.62136      0.88575738       0.0241299            2516
               1207      -799.09179        7.291092           399.76812                         399.76812      0.48729259       0.0244485            1755
               1208          -798.5       12.057692          -399.61538                         399.61538      0.81360947       0.0275654            9569
               1209      -799.08134       6.5053456           399.77033                         399.77033       0.4065841       0.0305263            2302
               1210      -796.99048       125.34277          -397.72381                         397.72381       108.36181        0.039885           18026
               1211       -798.8436       9.9613216           399.70616                         399.70616      0.65299522        0.043951            7318
               1212      -798.71698       9.8255607          -399.67925                         399.67925      0.61409754       0.0377498           15511
               1213       -798.9108       8.5788975          -399.71831                         399.71831        0.596707       0.0309245            2120
               1214      -798.80374        9.933444          -399.70093                         399.70093      0.62084025       0.0430557           17465
               1215      -799.06977       8.5114116          -399.75814                         399.75814      0.61127096        0.035463            1648
               1216      -798.51852       11.286694          -399.62037                         399.62037      0.76328875       0.0301126            2022
               1217      -799.20737       7.1136784           399.79724                         399.79724       0.4750154       0.0243571            2523
               1218      -798.93578       8.9958758          -399.72477                         399.72477      0.62149651       0.0256144            1126
               1219      -798.94064       9.5444215           399.72603                         399.72603      0.65553262       0.0245059           15170
               1220      -798.94545       8.3424793          -399.72727                         399.72727      0.58016529        0.024433            2872
               1221      -798.98643       8.8188203           399.74661                         399.74661      0.55117627       0.0253009            1653
               1222      -798.25225       14.891324          -399.54054                         399.54054       1.1042123       0.0251206            2114
               1223      -798.43946       11.842748           399.59641                         399.59641      0.82366426       0.0252203            2041
               1224      -798.91071       8.8848852           399.72321                         399.72321      0.58410395       0.0256323            1746
               1225      -799.16444       6.1996247           399.78667                         399.78667      0.41671111       0.0245622            1774
               1226      -799.39823       4.4520323           399.84956                         399.84956      0.27825202       0.0254133            3655
               1227      -798.92511       8.7829378           399.72687                         399.72687      0.57738361       0.0260165            3812
               1228      -798.52632       14.249307          -399.59649                         399.59649       1.3108649       0.0246487            3209
               1229      -798.06114       14.476612           399.51092                         399.51092      0.94857077       0.0248469           10211
               1230       -799.0087       8.2694896           399.74783                         399.74783      0.54510397       0.0266937            3449
               1231      -798.56277       9.6399993          -399.63636                         399.63636      0.62967336       0.0255117            2096
               1232      -699.58621       63.552913          -86.577586                         90.801724       4925.6836       0.0253561           22786
               1233      -798.78112       10.668828          -399.69099                         399.69099      0.69421061       0.0250932            2996
               1234      -798.88889       7.8594492           399.71795                         399.71795      0.51873767       0.0250865            1583
               1235      -799.09787        7.696804          -399.77021                         399.77021      0.50889995       0.0289311           18079
               1236      -798.66102       12.376616          -399.66102                         399.66102      0.80034473       0.0245114            1915
               1237      -798.64979       11.273977           399.65401                         399.65401      0.77480461       0.0256773            1843
               1238      -799.34454       5.0157475           399.83193                         399.83193      0.34150131        0.024967            1589
               1239      -799.33054       4.9074771          -399.83264                         399.83264      0.30671732       0.0275137            1452
               1240          -798.6           11.24          -399.64167                         399.64167      0.75493056        0.027003            2103
               1241      -798.90456       7.9618464           399.71784                         399.71784      0.55109244        0.025691            1956
               1242      -700.95868       44.171846           -161.6281                          161.6281       691.01871        0.024718           22558
               1243      -798.89712       8.3309794          -399.72016                         399.72016      0.54720656       0.0254109            1222
               1244       -798.7377       10.144316          -399.67213                         399.67213      0.71217415       0.0247418           15785
               1245      -798.53061       11.163349           399.63265                         399.63265      0.69770929       0.0239745            2625
               1246      -708.52033       707.50162          -193.31707                         193.31707       5950.7206       0.0246898           21996
               1247      -799.17409       6.6377092           399.78947                         399.78947      0.44150863       0.0235821            5033
               1248            -799       9.0645161              399.75                            399.75      0.56653226       0.0233702            2217
               1249      -798.26506        15.88155           399.55823                         399.55823       1.0417896       0.0234799            2036
               1250        -798.896        7.805184             -399.72                            399.72          0.5136       0.0232935            2253
               1251      -799.18725       7.5625466           399.79283                         399.79283      0.49891272       0.0232864            2150
               1252      -798.90476       8.7687075           399.72222                         399.72222      0.57363316       0.0233121            2164
               1253      -798.79842       11.710353           -399.6996                          399.6996      0.73189708       0.0237112            1663
               1254      -798.86614       8.2891686          -399.71654                         399.71654      0.51807304       0.0233241            2388
               1255      -799.02745       7.3365013          -399.75686                         399.75686      0.45853133       0.0233919            5026
               1256            -799               8             -399.75                            399.75             0.5       0.0233543            1065
               1257      -798.53696       10.559918           399.63424                         399.63424      0.65999485       0.0236644            1481
               1258      -798.86822       9.9438736          -399.71318                         399.71318      0.64641548       0.0273774            1588
               1259      -798.20849       13.346492           399.52896                         399.52896      0.99819621       0.0239251            2176
               1260      -798.89231       8.6191716          -399.72308                         399.72308      0.53869822       0.0240072            1862
               1261       -701.2567       45.868968           -94.62069                          94.62069         951.109       0.0240435           22425
               1262      -798.99237       8.0228425          -399.74809                         399.74809      0.50142766       0.0238587            1730
               1263      -798.85932       9.5885729           399.70342                         399.70342      0.68770692       0.0244151            1803
               1264      -799.39394       4.9660239          -399.84848                         399.84848      0.31037649       0.0235508            2346
               1265      -799.26038       6.0340904           399.81132                         399.81132      0.40213599       0.0235465            1061
               1266      -798.63158       9.2552434           399.65414                         399.65414      0.60218215       0.0237721            1195
               1267      -798.86142       8.2916579           399.71536                         399.71536      0.51822862        0.023573            2199
               1268      -798.86567        7.787926          -399.71642                         399.71642      0.48674538       0.0237012            2318
               1269      -799.00372       8.1077929          -399.73978                         399.73978      0.60142895       0.0236338            4044
               1270      -799.24444        5.651358           399.80741                         399.80741      0.37772291       0.0235829            2288
               1271      -799.01107       7.1105786           399.74908                         399.74908      0.46840321       0.0237134            1745
