t_Jacobi: 2.174594e+02 (180441 iterations) t_armadillo: 0.000000e+00
Jacobi eigenvalues:    Armadillo eigenvalues:                v0:                v1:                v2:
     4.05751553e+00            4.05751553e+00     6.24898257e-03     8.48068805e-03     9.97627439e-03
     7.90801764e+00            7.90801764e+00     1.26775944e-02     1.71691140e-02     2.01538994e-02
     1.18151488e+01            1.18151488e+01     1.92600834e-02     2.59929660e-02     3.04035809e-02
     1.57484179e+01            1.57484179e+01     2.59698184e-02     3.48780772e-02     4.05938022e-02
     1.96960654e+01            1.96960654e+01     3.27794513e-02     4.37491234e-02     5.05925945e-02
     2.36524541e+01            2.36524541e+01     3.96610852e-02     5.25303341e-02     6.02693201e-02
     2.76144868e+01            2.76144868e+01     4.65864459e-02     6.11462085e-02     6.94964424e-02
     3.15802950e+01            3.15802950e+01     5.35270559e-02     6.95222294e-02     7.81512560e-02
     3.55486723e+01            3.55486723e+01     6.04544098e-02     7.75855666e-02     8.61175516e-02
     3.95187978e+01            3.95187978e+01     6.73401489e-02     8.52657611e-02     9.32871926e-02
     4.34900904e+01            4.34900904e+01     7.41562338e-02     9.24953844e-02     9.95615772e-02
     4.74621243e+01            4.74621243e+01     8.08751147e-02     9.92106634e-02     1.04852969e-01
     5.14345793e+01            5.14345793e+01     8.74698953e-02     1.05352066e-01     1.09085673e-01
     5.54072088e+01            5.54072088e+01     9.39144921e-02     1.10864840e-01     1.12197042e-01
     5.93798193e+01            5.93798193e+01     1.00183786e-01     1.15699499e-01     1.14138303e-01
     6.33522564e+01            6.33522564e+01     1.06253763e-01     1.19812257e-01     1.14875187e-01
     6.73243957e+01            6.73243957e+01     1.12101654e-01     1.23165391e-01     1.14388354e-01
     7.12961425e+01            7.12961425e+01     1.17706047e-01     1.25727550e-01     1.12673618e-01
     7.52674839e+01            7.52674839e+01     1.23047011e-01     1.27473990e-01     1.09741956e-01
     7.92388630e+01            7.92388630e+01     1.28106185e-01     1.28386743e-01     1.05619317e-01
     8.32130493e+01            8.32130493e+01     1.32866869e-01     1.28454714e-01     1.00346228e-01
     8.72015112e+01            8.72015112e+01     1.37314097e-01     1.27673712e-01     9.39771979e-02
     9.12369325e+01            9.12369325e+01     1.41434697e-01     1.26046405e-01     8.65799532e-02
     9.53799433e+01            9.53799433e+01     1.45217334e-01     1.23582215e-01     7.82344894e-02
     9.97000734e+01            9.97000734e+01     1.48652543e-01     1.20297140e-01     6.90319765e-02
     1.04244955e+02            1.04244955e+02     1.51732750e-01     1.16213521e-01     5.90735252e-02
     1.09032031e+02            1.09032031e+02     1.54452270e-01     1.11359747e-01     4.84688370e-02
     1.14060398e+02            1.14060398e+02     1.56807302e-01     1.05769903e-01     3.73347579e-02
     1.19322707e+02            1.19322707e+02     1.58795902e-01     9.94833759e-02     2.57937586e-02
     1.24810826e+02            1.24810826e+02     1.60417955e-01     9.25444123e-02     1.39723628e-02
     1.30517592e+02            1.30517592e+02     1.61675121e-01     8.50016369e-02     1.99954816e-03
     1.36437074e+02            1.36437074e+02     1.62570778e-01     7.69075434e-02    -9.99485842e-03
     1.42564402e+02            1.42564402e+02     1.63109956e-01     6.83179566e-02    -2.18817686e-02
     1.48895549e+02            1.48895549e+02     1.63299259e-01     5.92914773e-02    -3.35343809e-02
     1.55427124e+02            1.55427124e+02     1.63146773e-01     4.98889137e-02    -4.48296697e-02
     1.62156229e+02            1.62156229e+02     1.62661977e-01     4.01727066e-02    -5.56497957e-02
     1.69080336e+02            1.69080336e+02     1.61855638e-01     3.02063559e-02    -6.58834193e-02
     1.76197205e+02            1.76197205e+02     1.60739708e-01     2.00538520e-02    -7.54269025e-02
     1.83504821e+02            1.83504821e+02     1.59327210e-01     9.77912028e-03    -8.41853849e-02
     1.91001340e+02            1.91001340e+02     1.57632123e-01    -5.54516857e-04    -9.20737229e-02
     1.98685059e+02            1.98685059e+02     1.55669268e-01    -1.08848554e-02    -9.90172829e-02
