t_Jacobi: 9.480670e-02 (3346 iterations) t_armadillo: 9.543000e-04
Jacobi eigenvalues:    Armadillo eigenvalues:                v0:                v1:                v2:
     9.86477642e+00            9.86477642e+00     1.69069016e-02    -3.37145868e-02    -5.03244214e-02
     3.94012153e+01            3.94012153e+01     3.37145868e-02    -6.66389323e-02    -9.80013177e-02
     8.84359849e+01            8.84359849e+01     5.03244214e-02    -9.80013177e-02    -1.40522448e-01
     1.56681330e+02            1.56681330e+02     6.66389323e-02    -1.27066635e-01    -1.75650811e-01
     2.43736759e+02            2.43736759e+02     8.25623794e-02    -1.53153619e-01    -2.01538334e-01
     3.49091397e+02            3.49091397e+02     9.80013177e-02    -1.75650811e-01    -2.16823096e-01
     4.72126981e+02            4.72126981e+02     1.12865145e-01    -1.94030897e-01    -2.20700979e-01
     6.12121489e+02            6.12121489e+02     1.27066635e-01    -2.07863063e-01    -2.12967970e-01
     7.68253377e+02            7.68253377e+02     1.40522448e-01    -2.16823096e-01    -1.94030897e-01
     9.39606402e+02            9.39606402e+02     1.53153619e-01    -2.20700979e-01    -1.64886023e-01
     1.12517500e+03            1.12517500e+03     1.64886023e-01    -2.19405818e-01    -1.27066635e-01
     1.32387017e+03            1.32387017e+03     1.75650811e-01    -2.12967970e-01    -8.25623794e-02
     1.53452590e+03            1.53452590e+03     1.85384810e-01    -2.01538334e-01    -3.37145868e-02
     1.75590597e+03            1.75590597e+03     1.94030897e-01    -1.85384810e-01     1.69069016e-02
     1.98671124e+03            1.98671124e+03     2.01538334e-01    -1.64886023e-01     6.66389323e-02
     2.22558725e+03            2.22558725e+03     2.07863063e-01    -1.40522448e-01     1.12865145e-01
     2.47113219e+03            2.47113219e+03     2.12967970e-01    -1.12865145e-01     1.53153619e-01
     2.72190509e+03            2.72190509e+03     2.16823096e-01    -8.25623794e-02     1.85384810e-01
     2.97643432e+03            2.97643432e+03     2.19405818e-01    -5.03244214e-02     2.07863063e-01
     3.23322621e+03            3.23322621e+03     2.20700979e-01    -1.69069016e-02     2.19405818e-01
     3.49077379e+03            3.49077379e+03     2.20700979e-01     1.69069016e-02     2.19405818e-01
     3.74756568e+03            3.74756568e+03     2.19405818e-01     5.03244214e-02     2.07863063e-01
     4.00209491e+03            4.00209491e+03     2.16823096e-01     8.25623794e-02     1.85384810e-01
     4.25286781e+03            4.25286781e+03     2.12967970e-01     1.12865145e-01     1.53153619e-01
     4.49841275e+03            4.49841275e+03     2.07863063e-01     1.40522448e-01     1.12865145e-01
     4.73728876e+03            4.73728876e+03     2.01538334e-01     1.64886023e-01     6.66389323e-02
     4.96809403e+03            4.96809403e+03     1.94030897e-01     1.85384810e-01     1.69069016e-02
     5.18947410e+03            5.18947410e+03     1.85384810e-01     2.01538334e-01    -3.37145868e-02
     5.40012983e+03            5.40012983e+03     1.75650811e-01     2.12967970e-01    -8.25623794e-02
     5.59882500e+03            5.59882500e+03     1.64886023e-01     2.19405818e-01    -1.27066635e-01
     5.78439360e+03            5.78439360e+03     1.53153619e-01     2.20700979e-01    -1.64886023e-01
     5.95574662e+03            5.95574662e+03     1.40522448e-01     2.16823096e-01    -1.94030897e-01
     6.11187851e+03            6.11187851e+03     1.27066635e-01     2.07863063e-01    -2.12967970e-01
     6.25187302e+03            6.25187302e+03     1.12865145e-01     1.94030897e-01    -2.20700979e-01
     6.37490860e+03            6.37490860e+03     9.80013177e-02     1.75650811e-01    -2.16823096e-01
     6.48026324e+03            6.48026324e+03     8.25623794e-02     1.53153619e-01    -2.01538334e-01
     6.56731867e+03            6.56731867e+03     6.66389323e-02     1.27066635e-01    -1.75650811e-01
     6.63556402e+03            6.63556402e+03     5.03244214e-02     9.80013177e-02    -1.40522448e-01
     6.68459878e+03            6.68459878e+03     3.37145868e-02     6.66389323e-02    -9.80013177e-02
     6.71413522e+03            6.71413522e+03     1.69069016e-02     3.37145868e-02    -5.03244214e-02
