t_Jacobi: 1.537205e-02 (2764 iterations) t_armadillo: 0.000000e+00
Jacobi eigenvalues:    Armadillo eigenvalues:                v0:                v1:                v2:
     1.23784642e+00            1.23784642e+00     2.20686103e-01    -3.05276526e-01     3.52493824e-01
     2.13358969e+00            2.13358969e+00     4.51635300e-01    -4.56538205e-01     3.37628603e-01
     3.00762692e+00            3.00762692e+00     5.58520216e-01    -2.30829513e-01    -1.37551728e-01
     3.84662023e+00            3.84662023e+00     5.05016623e-01     1.88356224e-01    -4.23482360e-01
     4.64161720e+00            4.64161720e+00     3.57088426e-01     4.68537337e-01    -1.69197622e-01
     5.38385664e+00            5.38385664e+00     2.04398469e-01     4.84299564e-01     2.71544914e-01
     6.06121329e+00            6.06121329e+00     9.68143747e-02     3.40078964e-01     4.76586234e-01
     6.64226702e+00            6.64226702e+00     3.85531127e-02     1.81725719e-01     4.05579644e-01
     7.09653639e+00            7.09653639e+00     1.30700460e-02     7.77437344e-02     2.37855212e-01
     7.63471886e+00            7.63471886e+00     3.81178228e-03     2.74327877e-02     1.06450342e-01
     8.33653265e+00            8.33653265e+00     9.65000748e-04     8.14838390e-03     3.82067094e-02
     9.15154800e+00            9.15154800e+00     2.13762793e-04     2.06869181e-03     1.13359414e-02
     1.00619761e+01            1.00619761e+01     4.17289064e-05     4.54373993e-04     2.83945919e-03
     1.10609144e+01            1.10609144e+01     7.22506232e-06     8.72142767e-05     6.10006808e-04
     1.21447232e+01            1.21447232e+01     1.11607759e-06     1.47547188e-05     1.13811585e-04
     1.33111979e+01            1.33111979e+01     1.54641856e-07     2.21649017e-06     1.86316530e-05
     1.45588958e+01            1.45588958e+01     1.93143967e-08     2.97597863e-07     2.69954190e-06
     1.58868232e+01            1.58868232e+01     2.18438816e-09     3.59211081e-08     3.48767698e-07
     1.72942696e+01            1.72942696e+01     2.24644600e-10     3.91827898e-09     4.04401689e-08
     1.87807119e+01            1.87807119e+01     2.10895781e-11     3.88078987e-10     4.23266913e-09
     2.03457561e+01            2.03457561e+01     1.81389737e-12     3.50503761e-11     4.01943756e-10
     2.19890995e+01            2.19890995e+01     1.43413139e-13     2.89815750e-12     3.47909746e-11
     2.37105058e+01            2.37105058e+01     1.04558310e-14     2.20179836e-13     2.75631865e-12
     2.55097879e+01            2.55097879e+01     7.05021696e-16     1.54207570e-14     2.00633025e-13
     2.73867957e+01            2.73867957e+01     4.40911398e-17     9.98718448e-16     1.34645939e-14
     2.93414076e+01            2.93414076e+01     2.54094055e-18     5.99812190e-17     8.35760554e-16
     3.13735241e+01            3.13735241e+01     2.22868176e-19     3.34850338e-18     4.81217434e-17
     3.34830628e+01            3.34830628e+01    -1.94740781e-19     1.73996598e-19     2.57647268e-18
     3.56699553e+01            3.56699553e+01     1.73865852e-19     1.18833952e-20     1.28006909e-19
     3.79341440e+01            3.79341440e+01     2.96937194e-19    -1.76337134e-20     6.15784655e-21
     4.02755806e+01            4.02755806e+01    -1.83304175e-19     8.19048708e-20     5.27834286e-22
     4.26942237e+01            4.26942237e+01     3.22407947e-19    -2.54571013e-19     5.51399316e-21
     4.51900382e+01            4.51900382e+01     2.32000295e-19     4.18226770e-19    -4.28004566e-20
     4.77629936e+01            4.77629936e+01     1.35025287e-19    -5.53568310e-20     1.52772176e-19
     5.04130639e+01            5.04130639e+01     6.88697923e-20    -1.31300157e-19    -1.93197584e-19
     5.31402264e+01            5.31402264e+01    -1.25811348e-19    -4.64522246e-20    -1.45801891e-19
     5.59444613e+01            5.59444613e+01    -8.10209470e-20    -1.01910654e-20    -3.29847813e-20
     5.88257512e+01            5.88257512e+01    -2.37964274e-20    -2.95277410e-22     4.31934405e-21
     6.17840810e+01            6.17840810e+01    -4.50617863e-21     5.93655030e-23     4.07902399e-21
     6.48194372e+01            6.48194372e+01    -6.20810869e-22     8.13693524e-22     1.15317896e-21
     6.79318081e+01            6.79318081e+01    -6.58126613e-23     4.29813676e-22     2.28851558e-22
     7.11211829e+01            7.11211829e+01    -5.49096315e-24     1.13725804e-22     4.21085407e-23
     7.43875525e+01            7.43875525e+01    -3.57314927e-25     1.99962074e-23     7.44396448e-24
     7.77309084e+01            7.77309084e+01    -1.71046753e-26     2.62657929e-24     1.14769729e-24
     8.11512431e+01            8.11512431e+01    -4.46551636e-28     2.75107444e-25     1.45540765e-25
     8.46485503e+01            8.46485503e+01     2.20492733e-29     2.40094929e-26     1.51438749e-26
     8.82228548e+01            8.82228548e+01     6.60108570e-30     1.81075074e-27     1.29530219e-27
     9.18758285e+01            9.18758285e+01    -7.31062290e-31     1.23172135e-28     8.84901742e-29
     9.56527120e+01            9.56527120e+01     1.37088268e-31     8.10970460e-30     4.83221391e-30
     1.00035762e+02            1.00035762e+02    -1.85038306e-32     4.49126707e-31     2.83510792e-31
