t_Jacobi: 1.814425e+02 (171747 iterations) t_armadillo: 0.000000e+00
Jacobi eigenvalues:    Armadillo eigenvalues:                v0:                v1:                v2:
     3.47946806e+03            3.47946806e+03    -4.72599187e-19     1.75503560e-18     6.07005833e-18
     3.49232457e+03            3.49232457e+03    -1.63011454e-18    -7.25717548e-19     5.70831119e-18
     3.50495931e+03            3.50495931e+03    -3.48665130e-18    -1.53809246e-18     4.99889882e-18
     3.51735953e+03            3.51735953e+03    -3.52625180e-18    -2.08205057e-18     2.66273623e-18
     3.52951069e+03            3.52951069e+03    -3.19580050e-18    -2.32841996e-18     3.60781598e-18
     3.54139595e+03            3.54139595e+03    -1.43236396e-19    -3.40200236e-18     1.12897386e-19
     3.55299543e+03            3.55299543e+03    -7.11550826e-19    -3.00279250e-18    -7.76271872e-19
     3.56428504e+03            3.56428504e+03    -7.44961770e-19     3.66208341e-19    -3.27397793e-19
     3.57523475e+03            3.57523475e+03    -8.86920384e-19    -1.93436412e-18     3.23765166e-18
     3.58580539e+03            3.58580539e+03    -8.80882655e-19     4.29538108e-19     2.72038297e-18
     3.59594261e+03            3.59594261e+03    -3.54334070e-18    -1.36448718e-18    -7.91485592e-19
     3.60556365e+03            3.60556365e+03    -2.57333626e-18    -1.33131464e-19    -1.71331114e-19
     3.61453588e+03            3.61453588e+03    -4.19277612e-19     2.45746811e-18    -7.70917534e-19
     3.62275578e+03            3.62275578e+03    -4.17469291e-18     3.13681482e-19    -9.67172948e-19
     3.63063368e+03            3.63063368e+03    -9.35013200e-19    -1.14035612e-18    -5.05794656e-18
     3.63903049e+03            3.63903049e+03     1.22394226e-18     1.02226236e-18    -4.42415388e-18
     3.64821836e+03            3.64821836e+03     2.53247166e-18    -8.32329827e-19    -3.49998793e-18
     3.65806725e+03            3.65806725e+03     2.39766945e-18    -6.89409834e-19    -3.07061179e-18
     3.66845715e+03            3.66845715e+03     1.98538438e-18    -1.29802666e-18    -1.99771289e-18
     3.67931566e+03            3.67931566e+03    -5.95365634e-20     3.32657590e-19     2.53519541e-18
     3.69059628e+03            3.69059628e+03    -6.83272889e-19     5.25823517e-19     3.13368673e-18
     3.70226659e+03            3.70226659e+03    -3.01214426e-18     3.23361954e-19     9.96408173e-19
     3.71430272e+03            3.71430272e+03    -1.22940568e-18    -6.34003082e-19     4.78924720e-20
     3.72668649e+03            3.72668649e+03    -3.37734562e-18    -6.69183230e-19     1.40033939e-18
     3.73940370e+03            3.73940370e+03    -2.60739039e-18     4.89420135e-19     2.85256514e-19
     3.75244308e+03            3.75244308e+03     3.29161426e-18     3.71230664e-19    -1.44084261e-18
     3.76579565e+03            3.76579565e+03     2.33495917e-18     5.65408942e-19    -1.96321557e-18
     3.77945415e+03            3.77945415e+03     1.11348255e-18    -9.76429967e-19    -2.08455757e-19
     3.79341276e+03            3.79341276e+03     9.31457547e-20    -6.40800856e-19     1.79416627e-18
     3.80766683e+03            3.80766683e+03    -9.98310708e-19    -2.54654360e-18     7.44663672e-19
     3.82221269e+03            3.82221269e+03    -8.53251014e-19     8.06743535e-19     2.45611879e-18
     3.83704752e+03            3.83704752e+03    -2.19507999e-19     1.71700497e-18    -1.23091083e-19
     3.85216921e+03            3.85216921e+03     1.08926826e-19     1.31863571e-18     2.86860269e-19
     3.86757629e+03            3.86757629e+03    -1.56832150e-18     4.97801887e-19     2.33685517e-20
     3.88326788e+03            3.88326788e+03    -5.95448653e-19    -1.21769607e-18     2.12181952e-18
     3.89924357e+03            3.89924357e+03    -1.99784171e-18    -1.22513838e-18     1.25228960e-18
     3.91550348e+03            3.91550348e+03    -1.08477979e-18    -2.45799807e-18    -3.63161835e-19
     3.93204812e+03            3.93204812e+03    -1.24796052e-18    -7.61056928e-20     1.39089249e-19
     3.94887842e+03            3.94887842e+03    -1.13466876e-18    -6.47292278e-19     9.83093501e-19
     3.96599569e+03            3.96599569e+03     2.44484452e-18     3.88367787e-18    -5.25072155e-19
     3.98340163e+03            3.98340163e+03     1.47239660e-18     1.50792421e-18    -1.07363954e-18
     4.00109826e+03            4.00109826e+03     1.75358249e-18    -6.35857693e-19    -5.58692586e-19
     4.01908797e+03            4.01908797e+03     7.20538928e-20    -2.54197088e-18    -1.44661134e-18
     4.03737348e+03            4.03737348e+03     4.14542921e-19    -2.48591470e-18    -1.33607090e-18
     4.05595785e+03            4.05595785e+03     1.36978335e-18    -7.39027174e-19    -1.21030701e-18
     4.07484446e+03            4.07484446e+03    -1.38185774e-18    -9.33919584e-19    -1.03759749e-18
     4.09403705e+03            4.09403705e+03     8.94534981e-20     1.68590783e-18    -6.26767667e-20
     4.11353968e+03            4.11353968e+03    -1.99983842e-18     1.87726708e-18    -1.28587181e-18
     4.13335677e+03            4.13335677e+03    -2.08156286e-18     1.14363614e-18    -8.53789047e-19
     4.15349309e+03            4.15349309e+03    -5.52844274e-19     4.36205840e-21    -6.75732410e-19
     4.17395376e+03            4.17395376e+03     1.09658379e-18     1.46842251e-18    -3.99359538e-19
     4.19474430e+03            4.19474430e+03     6.31459376e-19     4.22904122e-19     8.79166687e-19
     4.21587063e+03            4.21587063e+03     2.01905021e-18    -3.77285041e-20     6.85108586e-19
     4.23733905e+03            4.23733905e+03     3.27726741e-19    -1.90289844e-18    -6.35098510e-19
     4.25915633e+03            4.25915633e+03     2.64394884e-19    -2.27894742e-18     5.46110236e-19
     4.28132965e+03            4.28132965e+03     1.69016323e-18    -5.93500883e-19     2.18313014e-20
     4.30386671e+03            4.30386671e+03     1.08403371e-18     8.77415714e-19    -2.94264444e-19
     4.32677570e+03            4.32677570e+03     5.71988234e-19     2.45202599e-18     4.47748828e-21
     4.35006536e+03            4.35006536e+03     4.90907157e-19     2.00441117e-18    -2.00129803e-20
     4.37374502e+03            4.37374502e+03    -3.03293387e-19     1.68395947e-18    -8.38051380e-19
     4.39782461e+03            4.39782461e+03    -3.11280688e-19     2.70734802e-18    -1.39483760e-18
     4.42231474e+03            4.42231474e+03    -9.98713181e-19     1.49644205e-18     1.53928103e-19
     4.44722674e+03            4.44722674e+03    -1.47320779e-18    -7.05344813e-19     9.05410849e-19
     4.47257275e+03            4.47257275e+03    -1.12007665e-18    -3.68230959e-20     3.81250843e-19
     4.49836570e+03            4.49836570e+03    -1.43370932e-18    -1.77591323e-18    -3.45604689e-19
     4.52461950e+03            4.52461950e+03    -7.50209993e-19    -2.59228623e-18     1.19962214e-19
     4.55134904e+03            4.55134904e+03    -6.76201713e-19    -2.00027849e-18     1.77716868e-19
     4.57857032e+03            4.57857032e+03     1.27665980e-19    -9.32074233e-20     7.35564088e-19
     4.60630056e+03            4.60630056e+03     3.57822662e-19     1.11409090e-18    -9.71231158e-20
     4.63455832e+03            4.63455832e+03    -8.77112956e-19     9.47883421e-19    -1.53939675e-18
     4.66336367e+03            4.66336367e+03    -4.38451707e-19    -1.58289187e-19    -6.94541972e-19
     4.69273830e+03            4.69273830e+03    -2.12103811e-19     9.30315385e-20    -3.70849097e-19
     4.72270578e+03            4.72270578e+03     1.60337805e-18    -3.21557889e-19     1.14300039e-18
     4.75329173e+03            4.75329173e+03     1.40284099e-18     5.78332817e-19     4.98886439e-19
     4.78452412e+03            4.78452412e+03     3.18188897e-19     2.14261716e-18     1.20712535e-18
     4.81643356e+03            4.81643356e+03     1.07535513e-18     3.45834528e-19     3.00316964e-19
     4.84905368e+03            4.84905368e+03     6.12822234e-19     5.01394636e-19     8.31113698e-19
     4.88242154e+03            4.88242154e+03     9.92716991e-19     6.05171702e-19     2.55651663e-19
     4.91657817e+03            4.91657817e+03    -2.36776775e-21    -4.63535650e-19    -4.64183213e-19
     4.95156921e+03            4.95156921e+03     3.92834352e-19     6.01037267e-20    -8.82170299e-19
     4.98744565e+03            4.98744565e+03    -9.20984630e-19     3.76700867e-19    -1.01444327e-18
     5.02426481e+03            5.02426481e+03     5.35418556e-20    -1.59027231e-21    -9.47011667e-19
     5.06209148e+03            5.06209148e+03     7.65979133e-19     4.29517534e-19    -9.24448673e-19
     5.10099945e+03            5.10099945e+03     4.47007016e-20    -8.99394038e-19    -8.93898869e-19
     5.14107338e+03            5.14107338e+03    -6.09471349e-19    -1.32991373e-18    -9.96044907e-19
     5.18241127e+03            5.18241127e+03    -8.16582523e-21    -1.18140105e-18    -3.48060526e-19
     5.22512767e+03            5.22512767e+03     9.21275687e-19    -6.14294569e-19    -6.35793714e-19
     5.26935808e+03            5.26935808e+03     8.67164301e-19    -6.66207240e-19     1.03917441e-19
     5.31526486e+03            5.31526486e+03     2.18787302e-19    -8.38925094e-20    -2.64931915e-19
     5.36304567e+03            5.36304567e+03    -1.69974737e-18    -3.23050627e-20    -4.53751601e-19
     5.41294566e+03            5.41294566e+03    -1.37691218e-18    -1.44714154e-19    -1.22676229e-18
