t_Jacobi: 2.006001e+00 (14229 iterations) t_armadillo: 0.000000e+00
Jacobi eigenvalues:    Armadillo eigenvalues:                v0:                v1:                v2:
     1.73679902e+01            1.73679902e+01     1.35277525e-01    -1.70228486e-01    -1.90582312e-01
     3.66898900e+01            3.66898900e+01     2.61241819e-01    -2.96494241e-01    -2.96022833e-01
     5.59175832e+01            5.59175832e+01     3.58170921e-01    -3.33647232e-01    -2.56695428e-01
     7.49558487e+01            7.49558487e+01     4.13683873e-01    -2.69023076e-01    -9.06804863e-02
     9.37677892e+01            9.37677892e+01     4.24905334e-01    -1.24639535e-01     1.19311423e-01
     1.12333162e+02            1.12333162e+02     3.97717703e-01     5.46189313e-02     2.73430437e-01
     1.30637926e+02            1.30637926e+02     3.43776460e-01     2.19857829e-01     3.05826976e-01
     1.48670621e+02            1.48670621e+02     2.76636484e-01     3.35011975e-01     2.10909734e-01
     1.66420814e+02            1.66420814e+02     2.08355486e-01     3.85329092e-01     3.54197497e-02
     1.83878310e+02            1.83878310e+02     1.47438165e-01     3.76278587e-01    -1.52203561e-01
     2.01032676e+02            2.01032676e+02     9.82994375e-02     3.26016746e-01    -2.94468417e-01
     2.17872895e+02            2.17872895e+02     6.18845625e-02     2.56203000e-01    -3.63569531e-01
     2.34387074e+02            2.34387074e+02     3.68531069e-02     1.84988901e-01    -3.62154840e-01
     2.50562141e+02            2.50562141e+02     2.07906884e-02     1.23756951e-01    -3.12020358e-01
     2.66383507e+02            2.66383507e+02     1.11254564e-02     7.71633406e-02    -2.39980375e-01
     2.81834653e+02            2.81834653e+02     5.65334628e-03     4.50365105e-02    -1.67699031e-01
     2.96896580e+02            2.96896580e+02     2.73065689e-03     2.46887994e-02    -1.07669388e-01
     3.11547069e+02            3.11547069e+02     1.25487347e-03     1.27467079e-02    -6.40027532e-02
     3.25759609e+02            3.25759609e+02     5.49126718e-04     6.21208953e-03    -3.54239204e-02
     3.39501792e+02            3.39501792e+02     2.28997664e-04     2.86319388e-03    -1.83344092e-02
     3.52732729e+02            3.52732729e+02     9.10758962e-05     1.25014186e-03    -8.90451870e-03
     3.65398564e+02            3.65398564e+02     3.45703203e-05     5.17847347e-04    -4.06969583e-03
     3.77423643e+02            3.77423643e+02     1.25323545e-05     2.03775217e-04    -1.75453889e-03
     3.88690162e+02            3.88690162e+02     4.34193299e-06     7.62657660e-05    -7.15007905e-04
     3.99000461e+02            3.99000461e+02     1.43859381e-06     2.71779287e-05    -2.75925724e-04
     4.08239229e+02            4.08239229e+02     4.56114657e-07     9.23117750e-06    -1.00996711e-04
     4.17254689e+02            4.17254689e+02     1.38471485e-07     2.99136230e-06    -3.51145526e-05
     4.27291498e+02            4.27291498e+02     4.02773664e-08     9.25646695e-07    -1.16120022e-05
     4.38497599e+02            4.38497599e+02     1.12314234e-08     2.73752746e-07    -3.65675785e-06
     4.50663161e+02            4.50663161e+02     3.00424436e-09     7.74396968e-08    -1.09785488e-06
     4.63652595e+02            4.63652595e+02     7.71278981e-10     2.09700830e-08    -3.14565584e-07
     4.77386435e+02            4.77386435e+02     1.90155187e-10     5.43993466e-09    -8.61043201e-08
     4.91812736e+02            4.91812736e+02     4.50469870e-11     1.35287488e-09    -2.25367802e-08
     5.06894796e+02            5.06894796e+02     1.02593664e-11     3.22770832e-10    -5.64542330e-09
     5.22605335e+02            5.22605335e+02     2.24752975e-12     7.39257592e-11    -1.35458001e-09
     5.38923345e+02            5.38923345e+02     4.73856204e-13     1.62646656e-11    -3.11577012e-10
     5.55832220e+02            5.55832220e+02     9.61991876e-14     3.43966787e-12    -6.87563517e-11
     5.73318556e+02            5.73318556e+02     1.88141647e-14     6.99642530e-13    -1.45669110e-11
     5.91371361e+02            5.91371361e+02     3.54611147e-15     1.36957522e-13    -2.96508676e-12
     6.09981491e+02            6.09981491e+02     6.43660959e-16     2.58200735e-14    -5.80257207e-13
     6.29141259e+02            6.29141259e+02     1.13732637e-16     4.69084006e-15    -1.09246150e-13
     6.48844136e+02            6.48844136e+02     1.97520172e-17     8.23643345e-16    -1.98000413e-14
     6.69084534e+02            6.69084534e+02     3.08110803e-18     1.40970582e-16    -3.45641708e-15
     6.89857632e+02            6.89857632e+02     6.46444611e-19     2.28414212e-17    -5.80571789e-16
     7.11159245e+02            7.11159245e+02     1.46892740e-19     3.67487223e-18    -9.26065718e-17
     7.32985721e+02            7.32985721e+02     4.42895175e-20     4.33227455e-19    -1.39474226e-17
     7.55333852e+02            7.55333852e+02     2.86401620e-19     6.38216114e-19    -2.02329416e-18
     7.78200813e+02            7.78200813e+02     1.89964428e-19     5.05597603e-19    -8.48318158e-19
     8.01584102e+02            8.01584102e+02     1.85259393e-19     5.35004606e-19    -3.17140571e-19
     8.25481493e+02            8.25481493e+02     9.27249502e-20     7.96639226e-19    -1.60788481e-19
     8.49891003e+02            8.49891003e+02    -6.77388062e-20     3.74510952e-19     2.27226966e-19
     8.74810857e+02            8.74810857e+02    -1.26852823e-19     2.01316481e-19     8.63055275e-21
     9.00239459e+02            9.00239459e+02    -1.24431880e-21    -1.69450882e-19    -3.17433903e-20
     9.26175375e+02            9.26175375e+02    -3.55888159e-20    -2.86454116e-19     8.42460313e-21
     9.52617309e+02            9.52617309e+02    -4.78243370e-20    -1.61739441e-19    -2.89939062e-20
     9.79564089e+02            9.79564089e+02    -4.89834689e-20    -2.24785211e-20    -4.58935689e-20
     1.00701465e+03            1.00701465e+03     4.12549534e-21    -7.90167971e-20    -9.50511841e-21
     1.03496803e+03            1.03496803e+03     1.13218487e-20    -4.55404646e-20     4.18050599e-20
     1.06342334e+03            1.06342334e+03    -2.18341128e-20     1.51486040e-20     8.44345122e-21
     1.09237979e+03            1.09237979e+03     2.79233979e-21     4.05802611e-20    -4.70444076e-20
     1.12183662e+03            1.12183662e+03     8.32998369e-21     2.92822481e-20    -1.47664928e-20
     1.15179318e+03            1.15179318e+03     1.61260675e-20     4.23404497e-20    -2.00869105e-20
     1.18224885e+03            1.18224885e+03     2.46937145e-20     1.70040388e-20     1.69043811e-20
     1.21320304e+03            1.21320304e+03     1.58948208e-20     9.60850098e-21     1.74381755e-20
     1.24465525e+03            1.24465525e+03     8.24051806e-21     6.24174787e-21     2.00060855e-20
     1.27660499e+03            1.27660499e+03     2.97316936e-21     8.44890182e-21     1.90146907e-21
     1.30905181e+03            1.30905181e+03     1.61329537e-21     1.70569369e-21     2.94086137e-21
     1.34199530e+03            1.34199530e+03    -3.26665319e-22    -4.72961963e-22     1.81351237e-21
     1.37543508e+03            1.37543508e+03    -2.43160093e-22     1.24811625e-21    -1.15629437e-21
     1.40937080e+03            1.40937080e+03    -4.81952323e-22    -5.37820940e-22    -9.37158398e-22
     1.44380212e+03            1.44380212e+03    -4.28747386e-22     3.88432552e-22    -3.64537640e-22
     1.47872874e+03            1.47872874e+03    -1.32193882e-22     4.31413521e-22    -1.50362839e-22
     1.51415039e+03            1.51415039e+03    -1.59070943e-22     2.54893551e-22    -1.17006965e-22
     1.55006678e+03            1.55006678e+03     1.38883234e-22    -3.01294916e-23    -1.18249622e-22
     1.58647769e+03            1.58647769e+03    -8.00573932e-23    -1.56274908e-22    -2.76087725e-23
     1.62338287e+03            1.62338287e+03    -7.41153890e-24    -1.77071987e-22     8.29134093e-23
     1.66078211e+03            1.66078211e+03     1.99763055e-22    -1.18403644e-22     2.68333358e-22
     1.69867521e+03            1.69867521e+03     8.41679564e-23    -4.11280340e-22     1.37342037e-22
     1.73706198e+03            1.73706198e+03    -5.78343248e-22     5.97350311e-22     1.01268544e-22
     1.77594225e+03            1.77594225e+03     1.11562934e-21    -1.14626600e-21     4.04217306e-23
     1.81531585e+03            1.81531585e+03    -2.57241575e-21     1.63420942e-21     1.61005961e-23
     1.85518262e+03            1.85518262e+03     5.49642674e-21    -1.83154020e-21     6.39085306e-23
     1.89554243e+03            1.89554243e+03    -7.73430214e-21     1.49862102e-21    -1.04162120e-22
     1.93639512e+03            1.93639512e+03     7.57674828e-21    -1.09503373e-21     2.59500667e-22
     1.97774058e+03            1.97774058e+03    -1.58719028e-21     9.55066186e-22    -5.14937834e-22
     2.01957868e+03            2.01957868e+03    -5.67308515e-21    -9.35654636e-22     7.26374758e-22
     2.06190931e+03            2.06190931e+03     3.89158107e-21     1.04493833e-21    -4.18885618e-22
     2.10473236e+03            2.10473236e+03     5.13764561e-21     4.19993595e-22    -8.47278913e-22
     2.14804772e+03            2.14804772e+03    -1.50461158e-21    -3.19627840e-21     2.30224681e-21
     2.19185531e+03            2.19185531e+03    -6.23745795e-21    -2.79638367e-21    -1.52369856e-21
     2.23615513e+03            2.23615513e+03    -5.56704512e-21    -6.39444610e-22    -1.65775936e-21
     2.28094833e+03            2.28094833e+03    -3.40450651e-21     1.38029141e-21     1.60868070e-21
     2.32624806e+03            2.32624806e+03    -1.32303745e-21     2.24644303e-21     2.05764599e-21
     2.37215792e+03            2.37215792e+03    -7.56369470e-22     1.65251666e-21     3.57905376e-22
     2.41921283e+03            2.41921283e+03    -2.64255487e-22     5.56967332e-22    -8.39036031e-22
     2.46903474e+03            2.46903474e+03     1.39760053e-22    -2.80300465e-23    -9.04738823e-22
     2.52438889e+03            2.52438889e+03     7.84895918e-23    -1.92946039e-22    -5.34419585e-22
     2.58845326e+03            2.58845326e+03    -1.31640198e-22    -1.40299175e-22    -2.42938393e-22
     2.66546227e+03            2.66546227e+03    -1.75582784e-22    -4.62075409e-23    -9.54639544e-23
     2.76541288e+03            2.76541288e+03    -9.48445047e-23    -3.25180095e-24    -3.42724341e-23
