t_Jacobi: 5.908000e-04 (183 iterations) t_armadillo: 0.000000e+00
Jacobi eigenvalues:    Armadillo eigenvalues:                v0:                v1:                v2:
     9.80270039e+00            9.80270039e+00     1.20131166e-01    -2.30530019e-01     3.22252701e-01
     3.84166451e+01            3.84166451e+01     2.30530019e-01    -3.87868386e-01     4.22061281e-01
     8.35237024e+01            8.35237024e+01     3.22252701e-01    -4.22061281e-01     2.30530019e-01
     1.41469567e+02            1.41469567e+02     3.87868386e-01    -3.22252701e-01    -1.20131166e-01
     2.07559809e+02            2.07559809e+02     4.22061281e-01    -1.20131166e-01    -3.87868386e-01
     2.76440191e+02            2.76440191e+02     4.22061281e-01     1.20131166e-01    -3.87868386e-01
     3.42530433e+02            3.42530433e+02     3.87868386e-01     3.22252701e-01    -1.20131166e-01
     4.00476298e+02            4.00476298e+02     3.22252701e-01     4.22061281e-01     2.30530019e-01
     4.45583355e+02            4.45583355e+02     2.30530019e-01     3.87868386e-01     4.22061281e-01
     4.74197300e+02            4.74197300e+02     1.20131166e-01     2.30530019e-01     3.22252701e-01
