t_Jacobi: 1.534370e+01 (78786 iterations) t_armadillo: 0.000000e+00
Jacobi eigenvalues:    Armadillo eigenvalues:                v0:                v1:                v2:
     1.05773505e-01            1.05773505e-01     1.83302273e-04    -3.91353220e-04     6.37852062e-04
     1.41505002e-01            1.41505002e-01     4.11002441e-04    -8.76631337e-04     1.42734762e-03
     1.78018780e-01            1.78018780e-01     6.87132841e-04    -1.46326852e-03     2.37865288e-03
     2.15725233e-01            2.15725233e-01     1.01574436e-03    -2.15843033e-03     3.50099860e-03
     2.56570234e-01            2.56570234e-01     1.40088200e-03    -2.96893628e-03     4.80252348e-03
     3.03294971e-01            3.03294971e-01     1.84655958e-03    -3.90118209e-03     6.29012249e-03
     3.57399320e-01            3.57399320e-01     2.35673366e-03    -4.96106238e-03     7.96930236e-03
     4.19213631e-01            4.19213631e-01     2.93527690e-03    -6.15389460e-03     9.84404592e-03
     4.88728335e-01            4.88728335e-01     3.58595107e-03    -7.48434485e-03     1.19166872e-02
     5.65900622e-01            5.65900622e-01     4.31237977e-03    -8.95635634e-03     1.41877992e-02
     6.50701879e-01            6.50701879e-01     5.11802122e-03    -1.05730813e-02     1.66560957e-02
     7.43115025e-01            7.43115025e-01     6.00614114e-03    -1.23368171e-02     1.93183489e-02
     8.43128113e-01            8.43128113e-01     6.97978608e-03    -1.42489469e-02     2.21693247e-02
     9.50730143e-01            9.50730143e-01     8.04175727e-03    -1.63098858e-02     2.52017357e-02
     1.06590881e+00            1.06590881e+00     9.19458522e-03    -1.85190339e-02     2.84062143e-02
     1.18864937e+00            1.18864937e+00     1.04405053e-02    -2.08747346e-02     3.17713062e-02
     1.31893419e+00            1.31893419e+00     1.17814347e-02    -2.33742414e-02     3.52834849e-02
     1.45674253e+00            1.45674253e+00     1.32189501e-02    -2.60136922e-02     3.89271877e-02
     1.60205061e+00            1.60205061e+00     1.47542674e-02    -2.87880909e-02     4.26848736e-02
     1.75483167e+00            1.75483167e+00     1.63882235e-02    -3.16912984e-02     4.65371032e-02
     1.91505607e+00            1.91505607e+00     1.81212587e-02    -3.47160324e-02     5.04626396e-02
     2.08269144e+00            2.08269144e+00     1.99534020e-02    -3.78538753e-02     5.44385708e-02
     2.25770280e+00            2.25770280e+00     2.18842588e-02    -4.10952919e-02     5.84404523e-02
     2.44005268e+00            2.44005268e+00     2.39130000e-02    -4.44296565e-02     6.24424685e-02
     2.62970119e+00            2.62970119e+00     2.60383537e-02    -4.78452882e-02     6.64176130e-02
     2.82660613e+00            2.82660613e+00     2.82586001e-02    -5.13294958e-02     7.03378850e-02
     3.03072310e+00            3.03072310e+00     3.05715675e-02    -5.48686318e-02     7.41745009e-02
     3.24200551e+00            3.24200551e+00     3.29746327e-02    -5.84481540e-02     7.78981188e-02
     3.46040470e+00            3.46040470e+00     3.54647219e-02    -6.20526961e-02     8.14790749e-02
     3.68586994e+00            3.68586994e+00     3.80383163e-02    -6.56661457e-02     8.48876283e-02
     3.91834855e+00            3.91834855e+00     4.06914589e-02    -6.92717292e-02     8.80942129e-02
     4.15778589e+00            4.15778589e+00     4.34197644e-02    -7.28521039e-02     9.10696937e-02
     4.40412540e+00            4.40412540e+00     4.62184318e-02    -7.63894559e-02     9.37856250e-02
     4.65730868e+00            4.65730868e+00     4.90822591e-02    -7.98656027e-02     9.62145079e-02
     4.91727550e+00            4.91727550e+00     5.20056612e-02    -8.32621012e-02     9.83300454e-02
     5.18396383e+00            5.18396383e+00     5.49826893e-02    -8.65603590e-02     1.00107391e-01
     5.45730985e+00            5.45730985e+00     5.80070529e-02    -8.97417486e-02     1.01523389e-01
     5.73724805e+00            5.73724805e+00     6.10721442e-02    -9.27877236e-02     1.02556807e-01
     6.02371116e+00            6.02371116e+00     6.41710639e-02    -9.56799360e-02     1.03188550e-01
     6.31663027e+00            6.31663027e+00     6.72966493e-02    -9.84003539e-02     1.03401867e-01
     6.61593479e+00            6.61593479e+00     7.04415039e-02    -1.00931379e-01     1.03182531e-01
     6.92155251e+00            6.92155251e+00     7.35980284e-02    -1.03255960e-01     1.02519011e-01
     7.23340959e+00            7.23340959e+00     7.67584528e-02    -1.05357708e-01     1.01402611e-01
     7.55143064e+00            7.55143064e+00     7.99148704e-02    -1.07221005e-01     9.98275954e-02
     7.87553868e+00            7.87553868e+00     8.30592716e-02    -1.08831109e-01     9.77912890e-02
     8.20565522e+00            8.20565522e+00     8.61835790e-02    -1.10174253e-01     9.52941476e-02
     8.54170024e+00            8.54170024e+00     8.92796829e-02    -1.11237741e-01     9.23398076e-02
     8.88359225e+00            8.88359225e+00     9.23394771e-02    -1.12010037e-01     8.89351071e-02
     9.23124826e+00            9.23124826e+00     9.53548945e-02    -1.12480842e-01     8.50900803e-02
     9.58458388e+00            9.58458388e+00     9.83179423e-02    -1.12641171e-01     8.08179252e-02
     9.94351328e+00            9.94351328e+00     1.01220738e-01    -1.12483415e-01     7.61349448e-02
     1.03079492e+01            1.03079492e+01     1.04055543e-01    -1.12001396e-01     7.10604617e-02
     1.06778031e+01            1.06778031e+01     1.06814796e-01    -1.11190415e-01     6.56167072e-02
     1.10529850e+01            1.10529850e+01     1.09491148e-01    -1.10047289e-01     5.98286857e-02
     1.14334037e+01            1.14334037e+01     1.12077491e-01    -1.08570376e-01     5.37240160e-02
     1.18189665e+01            1.18189665e+01     1.14566989e-01    -1.06759594e-01     4.73327502e-02
     1.22095796e+01            1.22095796e+01     1.16953107e-01    -1.04616426e-01     4.06871720e-02
     1.26051480e+01            1.26051480e+01     1.19229640e-01    -1.02143919e-01     3.38215769e-02
     1.30055753e+01            1.30055753e+01     1.21390731e-01    -9.93466691e-02     2.67720353e-02
     1.34107639e+01            1.34107639e+01     1.23430903e-01    -9.62307974e-02     1.95761409e-02
     1.38206152e+01            1.38206152e+01     1.25345075e-01    -9.28039202e-02     1.22727475e-02
     1.42350294e+01            1.42350294e+01     1.27128581e-01    -8.90751050e-02     4.90169479e-03
     1.46539053e+01            1.46539053e+01     1.28777187e-01    -8.50548199e-02    -2.49647229e-03
     1.50771410e+01            1.50771410e+01     1.30287106e-01    -8.07548743e-02    -9.88079028e-03
     1.55046332e+01            1.55046332e+01     1.31655010e-01    -7.61883513e-02    -1.72101658e-02
     1.59362777e+01            1.59362777e+01     1.32878039e-01    -7.13695328e-02    -2.44436648e-02
     1.63719694e+01            1.63719694e+01     1.33953807e-01    -6.63138178e-02    -3.15407985e-02
     1.68116019e+01            1.68116019e+01     1.34880407e-01    -6.10376343e-02    -3.84618058e-02
     1.72550681e+01            1.72550681e+01     1.35656417e-01    -5.55583464e-02    -4.51679274e-02
     1.77022597e+01            1.77022597e+01     1.36280894e-01    -4.98941555e-02    -5.16216710e-02
     1.81530677e+01            1.81530677e+01     1.36753376e-01    -4.40639983e-02    -5.77870650e-02
     1.86073822e+01            1.86073822e+01     1.37073873e-01    -3.80874417e-02    -6.36298982e-02
     1.90650922e+01            1.90650922e+01     1.37242865e-01    -3.19845745e-02    -6.91179442e-02
     1.95260862e+01            1.95260862e+01     1.37261290e-01    -2.57758979e-02    -7.42211693e-02
     1.99902516e+01            1.99902516e+01     1.37130532e-01    -1.94822150e-02    -7.89119206e-02
     2.04574753e+01            2.04574753e+01     1.36852413e-01    -1.31245200e-02    -8.31650954e-02
     2.09276430e+01            2.09276430e+01     1.36429170e-01    -6.72388823e-03    -8.69582881e-02
     2.14006402e+01            2.14006402e+01     1.35863446e-01    -3.01367480e-04    -9.02719171e-02
     2.18763514e+01            2.18763514e+01     1.35158268e-01     6.12212894e-03    -9.30893268e-02
     2.23546604e+01            2.23546604e+01     1.34317030e-01     1.25259260e-02    -9.53968684e-02
     2.28354506e+01            2.28354506e+01     1.33343468e-01     1.88896876e-02    -9.71839562e-02
     2.33186046e+01            2.33186046e+01     1.32241643e-01     2.51935131e-02    -9.84431010e-02
     2.38040044e+01            2.38040044e+01     1.31015917e-01     3.14180298e-02    -9.91699199e-02
     2.42915315e+01            2.42915315e+01     1.29670926e-01     3.75444796e-02    -9.93631237e-02
     2.47810669e+01            2.47810669e+01     1.28211561e-01     4.35548010e-02    -9.90244814e-02
     2.52724911e+01            2.52724911e+01     1.26642938e-01     4.94317045e-02    -9.81587636e-02
     2.57656841e+01            2.57656841e+01     1.24970377e-01     5.51587424e-02    -9.67736651e-02
     2.62605256e+01            2.62605256e+01     1.23199374e-01     6.07203717e-02    -9.48797081e-02
     2.67568946e+01            2.67568946e+01     1.21335577e-01     6.61020102e-02    -9.24901263e-02
     2.72546699e+01            2.72546699e+01     1.19384759e-01     7.12900860e-02    -8.96207331e-02
     2.77537301e+01            2.77537301e+01     1.17352795e-01     7.62720793e-02    -8.62897736e-02
     2.82539532e+01            2.82539532e+01     1.15245635e-01     8.10365580e-02    -8.25177625e-02
     2.87552171e+01            2.87552171e+01     1.13069279e-01     8.55732051e-02    -7.83273099e-02
     2.92573994e+01            2.92573994e+01     1.10829757e-01     8.98728401e-02    -7.37429366e-02
     2.97603774e+01            2.97603774e+01     1.08533103e-01     9.39274321e-02    -6.87908801e-02
     3.02640283e+01            3.02640283e+01     1.06185331e-01     9.77301070e-02    -6.34988936e-02
     3.07682291e+01            3.07682291e+01     1.03792417e-01     1.01275148e-01    -5.78960394e-02
     3.12728566e+01            3.12728566e+01     1.01360275e-01     1.04557988e-01    -5.20124790e-02
     3.17777876e+01            3.17777876e+01     9.88947420e-02     1.07575200e-01    -4.58792612e-02
     3.22828987e+01            3.22828987e+01     9.64015531e-02     1.10324474e-01    -3.95281097e-02
     3.27880665e+01            3.27880665e+01     9.38863293e-02     1.12804598e-01    -3.29912121e-02
     3.32931678e+01            3.32931678e+01     9.13545591e-02     1.15015424e-01    -2.63010126e-02
