t_Jacobi: 1.132570e+01 (73415 iterations) t_armadillo: 0.000000e+00
Jacobi eigenvalues:    Armadillo eigenvalues:                v0:                v1:                v2:
     1.24923380e+00            1.24923380e+00     2.36506737e-02     3.48328792e-02     4.28843097e-02
     2.18660006e+00            2.18660006e+00     5.08401887e-02     7.35847053e-02     8.89711458e-02
     3.14180201e+00            3.14180201e+00     8.05931273e-02     1.13315113e-01     1.32875508e-01
     4.10531322e+00            4.10531322e+00     1.11776097e-01     1.50849625e-01     1.69178393e-01
     5.07285455e+00            5.07285455e+00     1.43165434e-01     1.83062730e-01     1.93113477e-01
     6.04219428e+00            6.04219428e+00     1.73520864e-01     2.07158053e-01     2.01179827e-01
     7.01203821e+00            7.01203821e+00     2.01659218e-01     2.20916294e-01     1.91597006e-01
     7.98157487e+00            7.98157487e+00     2.26522448e-01     2.22885694e-01     1.64542027e-01
     8.95026398e+00            8.95026398e+00     2.47234841e-01     2.12496824e-01     1.22139305e-01
     9.91772827e+00            9.91772827e+00     2.63145510e-01     1.90092489e-01     6.82099238e-02
     1.08836938e+01            1.08836938e+01     2.73853685e-01     1.56873240e-01     7.81957948e-03
     1.18479552e+01            1.18479552e+01     2.79215954e-01     1.14768138e-01    -5.33094990e-02
     1.28103538e+01            1.28103538e+01     2.79336205e-01     6.62478917e-02    -1.09442123e-01
     1.37707642e+01            1.37707642e+01     2.74540383e-01     1.41024531e-02    -1.55445827e-01
     1.47290850e+01            1.47290850e+01     2.65339316e-01    -3.87927902e-02    -1.87304392e-01
     1.56852326e+01            1.56852326e+01     2.52383482e-01    -8.96989987e-02    -2.02473732e-01
     1.66391370e+01            1.66391370e+01     2.36413878e-01    -1.36204240e-01    -2.00049608e-01
     1.75907382e+01            1.75907382e+01     2.18212987e-01    -1.76367736e-01    -1.80743418e-01
     1.85399843e+01            1.85399843e+01     1.98559337e-01    -2.08809849e-01    -1.46686963e-01
     1.94868299e+01            1.94868299e+01     1.78188391e-01    -2.32746093e-01    -1.01106216e-01
     2.04312343e+01            2.04312343e+01     1.57761631e-01    -2.47969317e-01    -4.79157528e-02
     2.13731610e+01            2.13731610e+01     1.37844751e-01    -2.54788728e-01     8.71119831e-03
     2.23125768e+01            2.23125768e+01     1.18895027e-01    -2.53937414e-01     6.47463536e-02
     2.32494510e+01            2.32494510e+01     1.01257204e-01    -2.46461281e-01     1.16643101e-01
     2.41837551e+01            2.41837551e+01     8.51666663e-02    -2.33602003e-01     1.61579685e-01
     2.51154625e+01            2.51154625e+01     7.07583654e-02    -2.16685009e-01     1.97597224e-01
     2.60445479e+01            2.60445479e+01     5.80797801e-02    -1.97021076e-01     2.23634927e-01
     2.69709873e+01            2.69709873e+01     4.71062557e-02    -1.75827219e-01     2.39476191e-01
     2.78947578e+01            2.78947578e+01     3.77572066e-02    -1.54169679e-01     2.45626812e-01
     2.88158372e+01            2.88158372e+01     2.99119394e-02    -1.32929195e-01     2.43150120e-01
     2.97342040e+01            2.97342040e+01     2.34241476e-02    -1.12786693e-01     2.33483734e-01
     3.06498372e+01            3.06498372e+01     1.81344522e-02    -9.42260723e-02     2.18259638e-01
